BioSample	isolation_country	collection_year	tag
SAMEA1919456	United Kingdom		patric,ncbi
SAMEA1919458	United Kingdom		patric,ncbi
SAMEA1919462	United Kingdom		patric,ncbi
SAMEA2399479	United Kingdom		patric,ncbi
SAMEA2399481	United Kingdom		patric,ncbi
SAMEA2399482	United Kingdom		patric,ncbi
SAMEA2399483	United Kingdom		patric,ncbi
SAMEA2399485	United Kingdom		patric,ncbi
SAMEA2399490	United Kingdom		patric,ncbi
SAMEA2590615	United Kingdom		patric,ncbi
SAMEA2591383	United Kingdom		patric,ncbi
SAMEA2591386	United Kingdom		patric,ncbi
SAMEA2591388	United Kingdom		patric,ncbi
SAMEA2591390	United Kingdom		patric,ncbi
SAMEA2709655	South Africa		patric,ncbi
SAMEA2709657	South Africa		patric,ncbi
SAMEA2709659	South Africa		patric,ncbi
SAMEA2709663	South Africa		patric,ncbi
SAMEA2709665	South Africa		patric,ncbi
SAMEA2709666	South Africa		patric,ncbi
SAMEA2709670	South Africa		patric,ncbi
SAMEA2709673	South Africa		patric,ncbi
SAMEA2709674	South Africa		patric,ncbi
SAMEA2709675	South Africa		patric,ncbi
SAMEA2709678	South Africa		patric,ncbi
SAMEA2709679	South Africa		patric,ncbi
SAMEA2709682	South Africa		patric,ncbi
SAMEA2709687	South Africa		patric,ncbi
SAMEA2709690	South Africa		patric,ncbi
SAMEA2709691	South Africa		patric
SAMEA2709698	South Africa		patric
SAMEA2709700	South Africa		patric
SAMEA2709701	South Africa		patric
SAMEA2709703	South Africa		patric
SAMEA2709706	South Africa		patric
SAMEA2709708	South Africa		patric
SAMEA2709709	South Africa		patric
SAMEA2709713	South Africa		patric
SAMEA2709717	South Africa		patric
SAMEA2709725	South Africa		patric
SAMEA2709726	South Africa		patric
SAMEA2709739	South Africa		patric
SAMEA2709741	South Africa		patric,ncbi
SAMEA2709743	South Africa		patric,ncbi
SAMEA2709746	South Africa		patric,ncbi
SAMEA2709747	South Africa		patric,ncbi
SAMEA2709749	South Africa		patric,ncbi
SAMEA2709751	South Africa		patric,ncbi
SAMEA2709758	South Africa		patric,ncbi
SAMEA2709759	South Africa		patric,ncbi
SAMEA2709764	South Africa		patric,ncbi
SAMEA2709766	South Africa		patric,ncbi
SAMEA2709767	South Africa		patric,ncbi
SAMEA2709771	South Africa		patric,ncbi
SAMEA2709775	South Africa		patric,ncbi
SAMEA2709777	South Africa		patric,ncbi
SAMEA2709779	South Africa		patric,ncbi
SAMEA2709780	South Africa		patric,ncbi
SAMEA2709786	South Africa		patric,ncbi
SAMEA2709787	South Africa		patric,ncbi
SAMEA2709791	South Africa		patric,ncbi
SAMEA2709792	South Africa		patric,ncbi
SAMEA2709793	South Africa		patric,ncbi
SAMEA2709794	South Africa		patric,ncbi
SAMEA2709796	South Africa		patric,ncbi
SAMEA2709797	South Africa		patric,ncbi
SAMEA2709798	South Africa		patric,ncbi
SAMEA2709804	South Africa		patric,ncbi
SAMEA2709805	South Africa		patric,ncbi
SAMEA2709808	South Africa		patric,ncbi
SAMEA2709809	South Africa		patric,ncbi
SAMEA2709814	South Africa		patric,ncbi
SAMEA2709815	South Africa		patric,ncbi
SAMEA2709817	South Africa		patric,ncbi
SAMEA2709818	South Africa		patric,ncbi
SAMEA2709820	South Africa		patric,ncbi
SAMEA2709822	South Africa		patric,ncbi
SAMEA2709823	South Africa		patric,ncbi
SAMEA2709824	South Africa		patric,ncbi
SAMEA2709826	South Africa		patric,ncbi
SAMEA2709827	South Africa		patric,ncbi
SAMEA2709832	South Africa		patric,ncbi
SAMEA2709838	South Africa		patric,ncbi
SAMEA2709840	South Africa		patric,ncbi
SAMEA2709841	South Africa		patric,ncbi
SAMEA2709846	South Africa		patric,ncbi
SAMEA2709847	South Africa		patric,ncbi
SAMEA2709848	South Africa		patric,ncbi
SAMEA2709851	South Africa		patric,ncbi
SAMEA2709852	South Africa		patric,ncbi
SAMEA2709853	South Africa		patric,ncbi
SAMEA2709857	South Africa		patric,ncbi
SAMEA2709861	South Africa		patric,ncbi
SAMEA2709864	South Africa		patric,ncbi
SAMEA2709866	South Africa		patric,ncbi
SAMEA2709868	South Africa		patric,ncbi
SAMEA2709870	South Africa		patric,ncbi
SAMEA2709872	South Africa		patric,ncbi
SAMEA2709875	South Africa		patric,ncbi
SAMEA2709876	South Africa		patric,ncbi
SAMEA2709880	South Africa		patric,ncbi
SAMEA2709881	South Africa		patric,ncbi
SAMEA2709882	South Africa		patric,ncbi
SAMEA2709885	South Africa		patric,ncbi
SAMEA2709892	South Africa		patric,ncbi
SAMEA2709896	South Africa		patric,ncbi
SAMEA2709902	South Africa		patric,ncbi
SAMEA2709909	South Africa		patric,ncbi
SAMEA2709911	South Africa		patric,ncbi
SAMEA2709912	South Africa		patric,ncbi
SAMEA2781613	South Africa		patric,ncbi
SAMEA2781615	South Africa		patric,ncbi
SAMEA3146342	South Africa		patric,ncbi
SAMEA3146344	South Africa		patric,ncbi
SAMEA3146346	South Africa		patric,ncbi
SAMEA3146349	South Africa		patric,ncbi
SAMEA3146351	South Africa		patric,ncbi
SAMEA3146352	South Africa		patric,ncbi
SAMEA3146353	South Africa		patric,ncbi
SAMEA3146355	South Africa		patric,ncbi
SAMEA3170446	South Africa		patric,ncbi
SAMEA3170447	South Africa		patric,ncbi
SAMEA3170448	South Africa		patric,ncbi
SAMEA3170450	South Africa		patric,ncbi
SAMEA3170451	South Africa		patric,ncbi
SAMEA3170452	South Africa		patric,ncbi
SAMEA3170454	South Africa		patric,ncbi
SAMEA3174278	South Africa		patric,ncbi
SAMEA3174285	South Africa		patric,ncbi
SAMEA3174287	South Africa		patric,ncbi
SAMEA3174288	South Africa		patric,ncbi
SAMEA3174290	South Africa		patric,ncbi
SAMEA3174291	South Africa		patric,ncbi
SAMEA3174294	South Africa		patric,ncbi
SAMEA3174295	South Africa		patric,ncbi
SAMEA3174688	South Africa		patric,ncbi
SAMEA3174689	South Africa		patric,ncbi
SAMEA3174690	South Africa		patric,ncbi
SAMEA3174691	South Africa		patric,ncbi
SAMEA3174694	South Africa		patric,ncbi
SAMEA3175229	South Africa		patric,ncbi
SAMEA3175230	South Africa		patric,ncbi
SAMEA3175232	South Africa		patric,ncbi
SAMEA3175234	South Africa		patric,ncbi
SAMEA3175435	South Africa		patric,ncbi
SAMEA3175535	South Africa		patric,ncbi
SAMEA3176235	South Africa		patric,ncbi
SAMEA3176573	South Africa		patric,ncbi
SAMEA3176575	South Africa		patric,ncbi
SAMEA3178646	South Africa		patric,ncbi
SAMEA3178649	South Africa		patric,ncbi
SAMEA3178843	South Africa		patric,ncbi
SAMEA3178847	South Africa		patric,ncbi
SAMEA3178851	South Africa		patric,ncbi
SAMEA3178852	South Africa		patric,ncbi
SAMEA3178853	South Africa		patric,ncbi
SAMEA3178855	South Africa		patric,ncbi
SAMEA3178924	South Africa		patric,ncbi
SAMEA3178926	South Africa		patric,ncbi
SAMEA3178927	South Africa		patric,ncbi
SAMEA3178928	South Africa		patric,ncbi
SAMEA3178929	South Africa		patric,ncbi
SAMEA3178932	South Africa		patric,ncbi
SAMEA3178967	South Africa		patric,ncbi
SAMEA3178968	South Africa		patric,ncbi
SAMEA3178970	South Africa		patric,ncbi
SAMEA3178971	South Africa		patric,ncbi
SAMEA3178973	South Africa		patric,ncbi
SAMEA3179893	South Africa		patric,ncbi
SAMEA3179894	South Africa		patric,ncbi
SAMEA3179974	South Africa		patric,ncbi
SAMEA3182792	South Africa		patric,ncbi
SAMEA3182793	South Africa		patric,ncbi
SAMEA3182794	South Africa		patric,ncbi
SAMEA3182795	South Africa		patric,ncbi
SAMEA3199763	South Africa		patric,ncbi
SAMEA3199765	South Africa		patric,ncbi
SAMEA3199767	South Africa		patric,ncbi
SAMEA3199768	South Africa		patric,ncbi
SAMEA3199769	South Africa		patric,ncbi
SAMEA3199770	South Africa		patric,ncbi
SAMEA3199772	South Africa		patric,ncbi
SAMEA3199773	South Africa		patric,ncbi
SAMEA3207435	South Africa		patric,ncbi
SAMEA3209538	South Africa		patric,ncbi
SAMEA3209545	South Africa		patric,ncbi
SAMEA3209548	South Africa		patric,ncbi
SAMEA3209549	South Africa		patric,ncbi
SAMEA3209554	South Africa		patric,ncbi
SAMEA3215189	South Africa		patric,ncbi
SAMEA3215190	South Africa		patric,ncbi
SAMEA3215192	South Africa		patric,ncbi
SAMEA3215193	South Africa		patric,ncbi
SAMEA3218106	South Africa		patric,ncbi
SAMEA3218110	South Africa		patric,ncbi
SAMEA3218111	South Africa		patric,ncbi
SAMEA3220381	South Africa		patric,ncbi
SAMEA3220382	South Africa		patric,ncbi
SAMEA3220386	South Africa		patric,ncbi
SAMEA3220387	South Africa		patric,ncbi
SAMEA3220393	South Africa		patric,ncbi
SAMEA3221063	South Africa		patric,ncbi
SAMEA3221067	South Africa		patric,ncbi
SAMEA3221073	South Africa		patric,ncbi
SAMEA3230404	South Africa		patric,ncbi
SAMEA3230407	South Africa		patric,ncbi
SAMEA3230411	South Africa		patric,ncbi
SAMEA3230412	South Africa		patric,ncbi
SAMEA3230415	South Africa		patric,ncbi
SAMEA3231289	South Africa		patric,ncbi
SAMEA3231293	South Africa		patric,ncbi
SAMEA3231295	South Africa		patric,ncbi
SAMEA3231390	South Africa		patric,ncbi
SAMEA3231391	South Africa		patric,ncbi
SAMEA3231395	South Africa		patric,ncbi
SAMEA3232144	South Africa		patric,ncbi
SAMEA3232146	South Africa		patric,ncbi
SAMEA3232155	South Africa		patric,ncbi
SAMEA3232880	South Africa		patric,ncbi
SAMEA3232882	South Africa		patric,ncbi
SAMEA3232885	South Africa		patric,ncbi
SAMEA3232892	South Africa		patric,ncbi
SAMEA3232895	South Africa		patric,ncbi
SAMEA3233427	South Africa		patric,ncbi
SAMEA3233431	South Africa		patric,ncbi
SAMEA3233435	South Africa		patric,ncbi
SAMEA3234139	South Africa		patric,ncbi
SAMEA3234140	South Africa		patric,ncbi
SAMEA3234143	South Africa		patric,ncbi
SAMEA3234145	South Africa		patric,ncbi
SAMEA3234150	South Africa		patric,ncbi
SAMEA3242428	South Africa		patric,ncbi
SAMEA3242429	South Africa		patric,ncbi
SAMEA3242430	South Africa		patric,ncbi
SAMEA3242446	South Africa		patric,ncbi
SAMEA3242447	South Africa		patric,ncbi
SAMEA3242454	South Africa		patric,ncbi
SAMEA3242455	South Africa		patric,ncbi
SAMEA3242472	South Africa		patric,ncbi
SAMEA3242473	South Africa		patric,ncbi
SAMEA3242479	South Africa		patric,ncbi
SAMEA3242480	South Africa		patric,ncbi
SAMEA3242482	South Africa		patric,ncbi
SAMEA3242487	South Africa		patric,ncbi
SAMEA3242488	South Africa		patric,ncbi
SAMEA3242489	South Africa		patric,ncbi
SAMEA3242494	South Africa		patric,ncbi
SAMEA3243754	South Africa		patric,ncbi
SAMEA3243840	South Africa		patric,ncbi
SAMEA3243859	South Africa		patric,ncbi
SAMEA3243967	South Africa		patric,ncbi
SAMEA3244053	South Africa		patric,ncbi
SAMEA3244265	South Africa		patric,ncbi
SAMEA3244412	South Africa		patric,ncbi
SAMEA3249303	South Africa		patric,ncbi
SAMEA3250471	South Africa		patric,ncbi
SAMEA3250473	South Africa		patric,ncbi
SAMEA3250475	South Africa		patric,ncbi
SAMEA3252735	South Africa		patric,ncbi
SAMEA3252917	South Africa		patric,ncbi
SAMEA3252918	South Africa		patric,ncbi
SAMEA3252919	South Africa		patric,ncbi
SAMEA3252920	South Africa		patric,ncbi
SAMEA3252923	South Africa		patric,ncbi
SAMEA3252925	South Africa		patric,ncbi
SAMEA3252926	South Africa		patric,ncbi
SAMEA3252928	South Africa		patric,ncbi
SAMEA3252931	South Africa		patric,ncbi
SAMEA3252932	South Africa		patric,ncbi
SAMEA3252935	South Africa		patric,ncbi
SAMEA3254373	South Africa		patric,ncbi
SAMEA3257235	South Africa		patric,ncbi
SAMEA3257554	South Africa		patric,ncbi
SAMEA3257646	South Africa		patric,ncbi
SAMEA3257648	South Africa		patric,ncbi
SAMEA3257650	South Africa		patric,ncbi
SAMEA3257651	South Africa		patric,ncbi
SAMEA3258483	South Africa		patric,ncbi
SAMEA3258485	South Africa		patric,ncbi
SAMEA3258487	South Africa		patric,ncbi
SAMEA3258488	South Africa		patric,ncbi
SAMEA3258494	South Africa		patric,ncbi
SAMEA3262664	South Africa		patric,ncbi
SAMEA3262666	South Africa		patric,ncbi
SAMEA3262667	South Africa		patric,ncbi
SAMEA3262675	South Africa		patric,ncbi
SAMEA3262970	South Africa		patric,ncbi
SAMEA3262971	South Africa		patric,ncbi
SAMEA3267252	South Africa		patric,ncbi
SAMEA3267254	South Africa		patric,ncbi
SAMEA3268262	South Africa		patric,ncbi
SAMEA3268269	South Africa		patric,ncbi
SAMEA3270345	South Africa		patric,ncbi
SAMEA3270348	South Africa		patric,ncbi
SAMEA3270350	South Africa		patric,ncbi
SAMEA3270351	South Africa		patric,ncbi
SAMEA3270352	South Africa		patric,ncbi
SAMEA3270813	South Africa		patric,ncbi
SAMEA3270815	South Africa		patric,ncbi
SAMEA3271651	South Africa		patric,ncbi
SAMEA3271655	South Africa		patric,ncbi
SAMEA3271663	South Africa		patric,ncbi
SAMEA3271665	South Africa		patric,ncbi
SAMEA3271666	South Africa		patric,ncbi
SAMEA3271667	South Africa		patric,ncbi
SAMEA3271670	South Africa		patric,ncbi
SAMEA3271675	South Africa		patric,ncbi
SAMEA3273053	South Africa		patric,ncbi
SAMEA3273054	South Africa		patric,ncbi
SAMEA3273055	South Africa		patric,ncbi
SAMEA3275647	South Africa		patric,ncbi
SAMEA3275649	South Africa		patric,ncbi
SAMEA3281292	South Africa		patric,ncbi
SAMEA3281294	South Africa		patric,ncbi
SAMEA3281295	South Africa		patric,ncbi
SAMEA3282733	South Africa		patric,ncbi
SAMEA3282734	South Africa		patric,ncbi
SAMEA3283869	South Africa		patric,ncbi
SAMEA3283871	South Africa		patric,ncbi
SAMEA3283872	South Africa		patric,ncbi
SAMEA3283874	South Africa		patric,ncbi
SAMEA3283875	South Africa		patric,ncbi
SAMEA3284761	South Africa		patric,ncbi
SAMEA3284765	South Africa		patric,ncbi
SAMEA3284766	South Africa		patric,ncbi
SAMEA3284768	South Africa		patric,ncbi
SAMEA3284773	South Africa		patric,ncbi
SAMEA3284774	South Africa		patric,ncbi
SAMEA3290231	South Africa		patric,ncbi
SAMEA3290232	South Africa		patric,ncbi
SAMEA3290235	South Africa		patric,ncbi
SAMEA3301262	South Africa		patric,ncbi
SAMEA3301264	South Africa		patric,ncbi
SAMEA3301268	South Africa		patric,ncbi
SAMEA3303368	South Africa		patric,ncbi
SAMEA3304998	South Africa		patric,ncbi
SAMEA3305000	South Africa		patric,ncbi
SAMEA3305001	South Africa		patric,ncbi
SAMEA3305002	South Africa		patric,ncbi
SAMEA3305003	South Africa		patric,ncbi
SAMEA3305011	South Africa		patric,ncbi
SAMEA3305014	South Africa		patric,ncbi
SAMEA3305015	South Africa		patric,ncbi
SAMEA3305479	South Africa		patric,ncbi
SAMEA3305485	South Africa		patric,ncbi
SAMEA3305486	South Africa		patric,ncbi
SAMEA3305488	South Africa		patric,ncbi
SAMEA3305493	South Africa		patric,ncbi
SAMEA3305494	South Africa		patric,ncbi
SAMEA3305521	South Africa		patric,ncbi
SAMEA3305529	South Africa		patric,ncbi
SAMEA3305530	South Africa		patric,ncbi
SAMEA3305533	South Africa		patric,ncbi
SAMEA3305534	South Africa		patric,ncbi
SAMEA3305609	South Africa		patric,ncbi
SAMEA3305615	South Africa		patric,ncbi
SAMEA3305652	South Africa		patric,ncbi
SAMEA3307729	South Africa		patric,ncbi
SAMEA3307730	South Africa		patric,ncbi
SAMEA3307731	South Africa		patric,ncbi
SAMEA3307732	South Africa		patric,ncbi
SAMEA3307734	South Africa		patric,ncbi
SAMEA3308012	South Africa		patric,ncbi
SAMEA3308014	South Africa		patric,ncbi
SAMEA3308015	South Africa		patric,ncbi
SAMEA3310079	South Africa		patric,ncbi
SAMEA3310084	South Africa		patric,ncbi
SAMEA3310086	South Africa		patric,ncbi
SAMEA3310093	South Africa		patric,ncbi
SAMEA3316426	Spain		patric,ncbi
SAMEA3316427	Spain		patric,ncbi
SAMEA3316428	Spain		patric,ncbi
SAMEA3316430	Spain		patric,ncbi
SAMEA3316433	Spain		patric,ncbi
SAMEA3316435	Spain		patric,ncbi
SAMEA3324352	Spain		patric,ncbi
SAMEA3324353	Spain		patric,ncbi
SAMEA3324354	Spain		patric,ncbi
SAMEA3334366	Spain		patric,ncbi
SAMEA3334370	Spain		patric,ncbi
SAMEA3334371	Spain		patric,ncbi
SAMEA3340419	Spain		patric,ncbi
SAMEA3340420	Spain		patric,ncbi
SAMEA3340421	Spain		patric,ncbi
SAMEA3340424	Spain		patric,ncbi
SAMEA3340425	Spain		patric,ncbi
SAMEA3340428	Spain		patric,ncbi
SAMEA3340433	Spain		patric,ncbi
SAMEA3340435	Spain		patric,ncbi
SAMEA3346005	Spain		patric,ncbi
SAMEA3346006	Spain		patric,ncbi
SAMEA3346008	Spain		patric,ncbi
SAMEA3356003	Spain		patric,ncbi
SAMEA3356004	Spain		patric,ncbi
SAMEA3356005	Spain		patric,ncbi
SAMEA3356007	Spain		patric,ncbi
SAMEA3356010	Belgium		patric,ncbi
SAMEA3356011	Belgium		patric,ncbi
SAMEA3357589	Belgium		patric,ncbi
SAMEA3357590	Belgium		patric,ncbi
SAMEA3357592	Belgium		patric,ncbi
SAMEA3357593	Belgium		patric,ncbi
SAMEA3357594	Belgium		patric,ncbi
SAMEA3357595	Belgium		patric,ncbi
SAMEA3359342	Belgium		patric,ncbi
SAMEA3359344	Belgium		patric,ncbi
SAMEA3359345	Belgium		patric,ncbi
SAMEA3359346	Belgium		patric,ncbi
SAMEA3359347	Belgium		patric,ncbi
SAMEA3359350	Belgium		patric,ncbi
SAMEA3359351	Belgium		patric,ncbi
SAMEA3359384	Belgium		patric,ncbi
SAMEA3359385	Belgium		patric,ncbi
SAMEA3359387	Belgium		patric,ncbi
SAMEA3359391	Belgium		patric,ncbi
SAMEA3359393	Belgium		patric,ncbi
SAMEA3359394	Belgium		patric,ncbi
SAMEA3360004	Belgium		patric,ncbi
SAMEA3360007	Belgium		patric,ncbi
SAMEA3360009	Belgium		patric,ncbi
SAMEA3360015	Belgium		patric,ncbi
SAMEA3366434	Belgium		patric,ncbi
SAMEA3367537	Belgium		patric,ncbi
SAMEA3367541	Belgium		patric,ncbi
SAMEA3367543	Belgium		patric,ncbi
SAMEA3367546	Belgium		patric,ncbi
SAMEA3367548	Belgium		patric,ncbi
SAMEA3367555	Belgium		patric,ncbi
SAMEA3368154	Belgium		patric,ncbi
SAMEA3368155	Belgium		patric,ncbi
SAMEA3368584	Belgium		patric,ncbi
SAMEA3368586	Belgium		patric,ncbi
SAMEA3368587	Belgium		patric,ncbi
SAMEA3368590	Belgium		patric,ncbi
SAMEA3369657	Belgium		patric,ncbi
SAMEA3369658	Belgium		patric,ncbi
SAMEA3369659	Belgium		patric,ncbi
SAMEA3369661	Belgium		patric,ncbi
SAMEA3369669	Belgium		patric,ncbi
SAMEA3369670	Belgium		patric,ncbi
SAMEA3369671	Belgium		patric,ncbi
SAMEA3369674	Belgium		patric,ncbi
SAMEA3369675	Belgium		patric,ncbi
SAMEA3374101	Belgium		patric,ncbi
SAMEA3374108	Belgium		patric,ncbi
SAMEA3374112	Belgium		patric,ncbi
SAMEA3374114	Belgium		patric,ncbi
SAMEA3375494	Belgium		patric,ncbi
SAMEA3377029	Belgium		patric,ncbi
SAMEA3377031	Belgium		patric,ncbi
SAMEA3377033	Belgium		patric,ncbi
SAMEA3377750	Belgium		patric,ncbi
SAMEA3377753	Belgium		patric,ncbi
SAMEA3377907	Belgium		patric,ncbi
SAMEA3377909	Belgium		patric,ncbi
SAMEA3377912	Belgium		patric,ncbi
SAMEA3377914	Belgium		patric,ncbi
SAMEA3377915	Belgium		patric,ncbi
SAMEA3388830	Belgium		patric,ncbi
SAMEA3388835	Belgium		patric,ncbi
SAMEA3390412	Belgium		patric,ncbi
SAMEA3390413	Belgium		patric,ncbi
SAMEA3392382	Belgium		patric,ncbi
SAMEA3392384	Belgium		patric,ncbi
SAMEA3392388	Belgium		patric,ncbi
SAMEA3392390	Belgium		patric,ncbi
SAMEA3392394	Belgium		patric,ncbi
SAMEA3392395	Belgium		patric,ncbi
SAMEA3392408	Belgium		patric,ncbi
SAMEA3392409	Belgium		patric,ncbi
SAMEA3392412	Belgium		patric,ncbi
SAMEA3392415	Belgium		patric,ncbi
SAMEA3392502	Belgium		patric,ncbi
SAMEA3392503	Belgium		patric,ncbi
SAMEA3392505	Belgium		patric,ncbi
SAMEA3392508	Belgium		patric,ncbi
SAMEA3392509	Belgium		patric,ncbi
SAMEA3392512	Belgium		patric,ncbi
SAMEA3392514	Belgium		patric,ncbi
SAMEA3392621	Netherlands		patric,ncbi
SAMEA3392622	Netherlands		patric,ncbi
SAMEA3392625	Netherlands		patric,ncbi
SAMEA3392627	Peru		patric,ncbi
SAMEA3392628	Netherlands		patric,ncbi
SAMEA3392632	Netherlands		patric,ncbi
SAMEA3392633	Peru		patric,ncbi
SAMEA3392668	Peru		patric,ncbi
SAMEA3392670	Netherlands		patric,ncbi
SAMEA3392672	Peru		patric,ncbi
SAMEA3393046	Peru		patric,ncbi
SAMEA3393050	Netherlands		patric,ncbi
SAMEA3400983	Netherlands		patric,ncbi
SAMEA3400986	Netherlands		patric,ncbi
SAMEA3400987	Netherlands		patric,ncbi
SAMEA3400989	Peru		patric,ncbi
SAMEA3400992	Netherlands		patric,ncbi
SAMEA3400995	Peru		patric,ncbi
SAMEA3401008	Peru		patric,ncbi
SAMEA3401012	Peru		patric,ncbi
SAMEA3401490	Netherlands		patric,ncbi
SAMEA3401491	Peru		patric,ncbi
SAMEA3401492	Netherlands		patric,ncbi
SAMEA3401667	Peru		patric,ncbi
SAMEA3401671	Peru		patric,ncbi
SAMEA3401672	Peru		patric,ncbi
SAMEA3401673	Peru		patric,ncbi
SAMEA3401675	Netherlands		patric,ncbi
SAMEA3401924	Peru		patric,ncbi
SAMEA3401927	Peru		patric,ncbi
SAMEA3401932	Peru		patric,ncbi
SAMEA3401933	Netherlands		patric,ncbi
SAMEA3401934	Netherlands		patric,ncbi
SAMEA3401962	Peru		patric,ncbi
SAMEA3401964	Peru		patric,ncbi
SAMEA3401966	Peru		patric,ncbi
SAMEA3401969	Peru		patric,ncbi
SAMEA3401970	Netherlands		patric,ncbi
SAMEA3401972	Peru		patric,ncbi
SAMEA3402471	Peru		patric,ncbi
SAMEA3402472	Peru		patric,ncbi
SAMEA3402850	Netherlands		patric,ncbi
SAMEA3402853	Netherlands		patric,ncbi
SAMEA3402870	Peru		patric,ncbi
SAMEA3402906	Peru		patric,ncbi
SAMEA3402907	Netherlands		patric,ncbi
SAMEA3402909	Peru		patric,ncbi
SAMEA3402911	Peru		patric,ncbi
SAMEA3402912	Peru		patric,ncbi
SAMEA3402920	Netherlands		patric,ncbi
SAMEA3402921	Netherlands		patric,ncbi
SAMEA3402924	Netherlands		patric,ncbi
SAMEA3402928	Peru		patric,ncbi
SAMEA3402932	Netherlands		patric,ncbi
SAMEA3403344	Netherlands		patric,ncbi
SAMEA3403346	Netherlands		patric,ncbi
SAMEA3403352	Netherlands		patric,ncbi
SAMEA3403353	Peru		patric,ncbi
SAMEA3403839	Netherlands		patric,ncbi
SAMEA3403841	Netherlands		patric,ncbi
SAMEA3403843	Netherlands		patric,ncbi
SAMEA3403848	Peru		patric,ncbi
SAMEA3403853	Netherlands		patric,ncbi
SAMEA3404126	Peru		patric,ncbi
SAMEA3404127	Peru		patric,ncbi
SAMEA3404129	Netherlands		patric,ncbi
SAMEA3404132	Netherlands		patric,ncbi
SAMEA3404135	Netherlands		patric,ncbi
SAMEA3404171	Netherlands		patric,ncbi
SAMEA3404172	Peru		patric,ncbi
SAMEA3404179	Peru		patric,ncbi
SAMEA3404180	Peru		patric,ncbi
SAMEA3404184	Peru		patric,ncbi
SAMEA3404188	Peru		patric,ncbi
SAMEA3404189	Netherlands		patric,ncbi
SAMEA3404190	Netherlands		patric,ncbi
SAMEA3404191	Peru		patric,ncbi
SAMEA3404193	Peru		patric,ncbi
SAMEA3404194	Netherlands		patric,ncbi
SAMEA3414200	Netherlands		patric,ncbi
SAMEA3414202	Peru		patric,ncbi
SAMEA3414205	Peru		patric,ncbi
SAMEA3414209	Netherlands		patric,ncbi
SAMEA3414212	Peru		patric,ncbi
SAMEA3414402	Netherlands		patric,ncbi
SAMEA3414407	Peru		patric,ncbi
SAMEA3414409	Peru		patric,ncbi
SAMEA3414411	Netherlands		patric,ncbi
SAMEA3414460	Netherlands		patric,ncbi
SAMEA3414465	Peru		patric,ncbi
SAMEA3414466	Peru		patric,ncbi
SAMEA3414469	Peru		patric,ncbi
SAMEA3414471	Peru		patric,ncbi
SAMEA3416660	Peru		patric,ncbi
SAMEA3416663	Peru		patric,ncbi
SAMEA3416664	Peru		patric,ncbi
SAMEA3416668	Peru		patric,ncbi
SAMEA3416724	Peru		patric,ncbi
SAMEA3416726	Netherlands		patric,ncbi
SAMEA3416729	Netherlands		patric,ncbi
SAMEA3416731	Peru		patric,ncbi
SAMEA3416732	Peru		patric,ncbi
SAMEA3416733	Netherlands		patric,ncbi
SAMEA3420835	Peru		patric,ncbi
SAMEA3420837	Netherlands		patric,ncbi
SAMEA3420840	Netherlands		patric,ncbi
SAMEA3420842	Peru		patric,ncbi
SAMEA3420844	Netherlands		patric,ncbi
SAMEA3420847	Peru		patric,ncbi
SAMEA3420852	Peru		patric,ncbi
SAMEA3420854	United Kingdom		patric,ncbi
SAMEA3420855	United Kingdom		patric,ncbi
SAMEA3420859	United Kingdom		patric,ncbi
SAMEA3420865	United Kingdom		patric,ncbi
SAMEA3420866	United Kingdom		patric,ncbi
SAMEA3420867	United Kingdom		patric,ncbi
SAMEA3420870	United Kingdom		patric,ncbi
SAMEA3420873	United Kingdom		patric,ncbi
SAMEA3420924	United Kingdom		patric,ncbi
SAMEA3420931	United Kingdom		patric,ncbi
SAMEA3420932	United Kingdom		patric,ncbi
SAMEA3420934	United Kingdom		patric,ncbi
SAMEA3420941	United Kingdom		patric,ncbi
SAMEA3420945	United Kingdom		patric,ncbi
SAMEA3420946	United Kingdom		patric,ncbi
SAMEA3420950	United Kingdom		patric,ncbi
SAMEA3420953	United Kingdom		patric,ncbi
SAMEA3421005	United Kingdom		patric,ncbi
SAMEA3421009	United Kingdom		patric,ncbi
SAMEA3421120	United Kingdom		patric,ncbi
SAMEA3421121	United Kingdom		patric,ncbi
SAMEA3421122	United Kingdom		patric,ncbi
SAMEA3421125	United Kingdom		patric,ncbi
SAMEA3421130	United Kingdom		patric,ncbi
SAMEA3421133	United Kingdom		patric,ncbi
SAMEA3421173	United Kingdom		patric,ncbi
SAMEA3421179	United Kingdom		patric,ncbi
SAMEA3421186	United Kingdom		patric,ncbi
SAMEA3421187	United Kingdom		patric,ncbi
SAMEA3421189	United Kingdom		patric,ncbi
SAMEA3421190	United Kingdom		patric,ncbi
SAMEA3421193	United Kingdom		patric,ncbi
SAMEA3421194	United Kingdom		patric,ncbi
SAMEA3421195	United Kingdom		patric,ncbi
SAMEA3430653	United Kingdom		patric,ncbi
SAMEA3430686	United Kingdom		patric,ncbi
SAMEA3430687	United Kingdom		patric,ncbi
SAMEA3430691	United Kingdom		patric,ncbi
SAMEA3430692	United Kingdom		patric,ncbi
SAMEA3430693	United Kingdom		patric,ncbi
SAMEA3430694	United Kingdom		patric,ncbi
SAMEA3432789	United Kingdom		patric,ncbi
SAMEA3432795	United Kingdom		patric,ncbi
SAMEA3432802	United Kingdom		patric,ncbi
SAMEA3432808	United Kingdom		patric,ncbi
