BioSample	isolation_country	collection_year	tag
SAMN08629551			ncbi
SAMEA104718518	Netherlands	2016	ncbi
SAMN13194818	DR Congo	2018	ncbi
SAMEA104614367			ncbi
SAMN04522067	Peru		ncbi
SAMN13207993	Georgia	2016	ncbi
SAMN13195366	DR Congo	2018	ncbi
SAMEA1688488	Malawi	2005	ncbi
SAMEA4242257			ncbi
SAMEA2479635			ncbi
SAMEA1877070			ncbi
SAMEA1300223			ncbi
SAMEA1465981	Malawi	2009	ncbi
SAMN05575072	South Africa	2012	ncbi
SAMN09651755	Georgia	2011	ncbi
SAMN08629355			ncbi
SAMEA1707708			ncbi
SAMN03246213	China	2007	ncbi
SAMN04452527	United Kingdom	2015	ncbi
SAMN05576085	South Africa	2013	ncbi
SAMN08732565			ncbi
SAMN13194550	DR Congo	2018	ncbi
SAMEA104398473			ncbi
SAMEA5076085			ncbi
SAMEA2025244			ncbi
SAMEA2156548			ncbi
SAMEA104446892	Denmark	1994	ncbi
SAMEA4242276			ncbi
SAMEA4241845			ncbi
SAMEA104708040	Brazil	2015	ncbi
SAMEA3671209			ncbi
SAMEA2354128			ncbi
SAMN13194411	DR Congo	2018	ncbi
SAMEA1903130			ncbi
SAMEA1300699			ncbi
SAMN08143517	Azerbaijan	2017	ncbi
SAMEA104447381	Denmark	2009	ncbi
SAMN06092085	Vietnam	2010	ncbi
SAMN08436225			ncbi
SAMN04452629	United Kingdom	2015	ncbi
SAMEA2062073			ncbi
SAMN09100522	United Kingdom	2017	ncbi
SAMN07956515	Russia	2009	ncbi
SAMEA5076167			ncbi
SAMN09102190	United Kingdom	2016	ncbi
SAMEA4744204	Canada	2004	ncbi
SAMN09651761	Georgia	2011	ncbi
SAMEA2419120	Switzerland		ncbi
SAMN09101414	United Kingdom	2016	ncbi
SAMEA1885903			ncbi
SAMN07251210	Thailand	2009	ncbi
SAMN09101605	United Kingdom	2016	ncbi
SAMN13195034	DR Congo	2018	ncbi
SAMN09651785	Georgia	2012	ncbi
SAMN05575755	South Africa	2013	ncbi
SAMN08795192			ncbi
SAMN07251219	Thailand	2000	ncbi
SAMEA1403923	Russia	2009	ncbi
SAMN05576481	South Africa	2013	ncbi
SAMN05577607	South Africa	2013	ncbi
SAMEA104614384			ncbi
SAMEA1569136	Malawi	2005	ncbi
SAMEA104718474	Netherlands	2016	ncbi
SAMN09100220	United Kingdom	2017	ncbi
SAMN12651007	Thailand		ncbi
SAMEA104447153	Denmark	2004	ncbi
SAMEA104153480	United Kingdom	2016	ncbi
SAMN06092321	Vietnam	2010	ncbi
SAMN05276383	United Kingdom	2015	ncbi
SAMEA837946			ncbi
SAMN12551416	China	2015	ncbi
SAMN05576330	South Africa	2013	ncbi
SAMEA5282391			ncbi
SAMN09100415	United Kingdom	2017	ncbi
SAMN07344504	Djibouti		ncbi
SAMN09100507	United Kingdom	2014	ncbi
SAMEA4744196	Canada	2001	ncbi
SAMN05577469	South Africa	2013	ncbi
SAMN06209959	Georgia	2015	ncbi
SAMN04522004	Cote d'Ivoire		ncbi
SAMN12551493	China	2016	ncbi
SAMEA2025657			ncbi
SAMN08626344	China	2007	ncbi
SAMEA1406148			ncbi
SAMN06092080	Vietnam	2010	ncbi
SAMN07766462	Canada	2014	ncbi
SAMEA1708200	Malawi	2006	ncbi
SAMEA2267028			ncbi
SAMN09101684	United Kingdom	2015	ncbi
SAMN13195156	DR Congo	2018	ncbi
SAMN09867673	United Kingdom	2016	ncbi
SAMN09708352		2011	ncbi
SAMN09099665	United Kingdom	2012	ncbi
SAMN00621170			ncbi
SAMN00621431			ncbi
SAMN10448589	Vietnam	2016	ncbi
SAMN08708711			ncbi
SAMN13169500	Moldova	2014	ncbi
SAMEA4452730			ncbi
SAMN12551279	China	2013	ncbi
SAMEA3374888			ncbi
SAMEA1575890			ncbi
SAMN05575512	South Africa	2013	ncbi
SAMN08732335			ncbi
SAMEA1530891	Malawi	2000	ncbi
SAMN13207933	Georgia	2014	ncbi
SAMN06221206	Moldova	2009	ncbi
SAMN09951373	Italy	2015	ncbi
SAMEA1885892			ncbi
SAMEA5232710	Sweden	2018	ncbi
SAMN07344474	Djibouti		ncbi
SAMN08626310	China	2007	ncbi
SAMN09101549	United Kingdom	2016	ncbi
SAMEA4241912			ncbi
SAMN06092469	Vietnam	2010	ncbi
SAMEA1929827			ncbi
SAMEA3558650			ncbi
SAMEA1569312	Malawi	1998	ncbi
SAMN04452489	United Kingdom	2015	ncbi
SAMN08912850			ncbi
SAMEA1405930			ncbi
SAMN06210428	Canada	2008	ncbi
SAMEA2072840			ncbi
SAMN06055606	Vietnam	2009	ncbi
SAMN13051723	Kazakhstan	2018	ncbi
SAMEA1300419			ncbi
SAMN13264561	Kazakhstan	2018	ncbi
SAMN08892404			ncbi
SAMEA104027312	Denmark	1994	ncbi
SAMN02671167	Canada	2011	ncbi
SAMN06251253	DR Congo		ncbi
SAMN08795226			ncbi
SAMN07956496	Russia	2011	ncbi
SAMN08626212	China	2007	ncbi
SAMEA4041370			ncbi
SAMN12811532	Canada	1997	ncbi
SAMEA1707213	Russia	2010	ncbi
SAMN06221183	Moldova	2009	ncbi
SAMN07766318	Canada	2012	ncbi
SAMN12389279	Ethiopia		ncbi
SAMEA5569736			ncbi
SAMN08379673			ncbi
SAMEA3367291	United Kingdom	2012	ncbi
SAMEA5561481			ncbi
SAMEA104153423	United Kingdom	2016	ncbi
SAMEA1556844	Malawi	2006	ncbi
SAMEA5562180			ncbi
SAMN00621509			ncbi
SAMEA4975757			ncbi
SAMEA104362152			ncbi
SAMN08214825	Canada	2005	ncbi
SAMN09102316	United Kingdom	2014	ncbi
SAMN08913165			ncbi
SAMN09099791	United Kingdom	2016	ncbi
SAMEA104188327			ncbi
SAMN08629279			ncbi
SAMN04396839	India	2009	ncbi
SAMEA104362450			ncbi
SAMN08376138	Indonesia	2014	ncbi
SAMN08376385	Indonesia	2013	ncbi
SAMEA104362224			ncbi
SAMN13207971	Georgia	2014	ncbi
SAMEA5570060			ncbi
SAMEA961653	United Kingdom	2004	ncbi
SAMN08629454			ncbi
SAMN12551248	China	2013	ncbi
SAMEA1300195			ncbi
SAMN07659898	United Kingdom	2016	ncbi
SAMEA4744172	Canada	1996	ncbi
SAMN08637053	Moldova	2010	ncbi
SAMN13194551	DR Congo	2018	ncbi
SAMN06221019	India	2007	ncbi
SAMN09099582	United Kingdom	2017	ncbi
SAMEA3715817	Norway	2014	ncbi
SAMN13195250	DR Congo	2018	ncbi
SAMN08612938			ncbi
SAMEA1485361	Malawi	2002	ncbi
SAMN12551308	China	2013	ncbi
SAMN08862760			ncbi
SAMEA2604713	United Kingdom	2013	ncbi
SAMN08626106	China	2007	ncbi
SAMN05575679	South Africa	2013	ncbi
SAMEA4888789	Finland	2007	ncbi
SAMEA1019037	United Kingdom	2008	ncbi
SAMEA3725932			ncbi
SAMN08708152			ncbi
SAMN00621172			ncbi
SAMEA104447565	Denmark	2012	ncbi
SAMEA3512773			ncbi
SAMEA837982			ncbi
SAMEA3367281	United Kingdom	2012	ncbi
SAMN05576512	South Africa	2013	ncbi
SAMEA897768	Malawi	1997	ncbi
SAMN08709111			ncbi
SAMEA4744334	Brazil	2009	ncbi
SAMEA1569318	Malawi	2005	ncbi
SAMEA2342406			ncbi
SAMEA23748418	Zimbabwe		ncbi
SAMN08732596			ncbi
SAMN09380052	Brazil	2009	ncbi
SAMEA5562089			ncbi
SAMEA2710849			ncbi
SAMN11489237	South Korea	2002	ncbi
SAMN06091948	Vietnam	2011	ncbi
SAMN03648436			ncbi
SAMEA2079252			ncbi
SAMN08912864			ncbi
SAMEA5569958			ncbi
SAMEA1574316			ncbi
SAMD00117845	Japan	2012	ncbi
SAMEA2710909			ncbi
SAMEA3374803			ncbi
SAMN00621225			ncbi
SAMN07236498	Thailand	2005	ncbi
SAMN12126216	Canada		ncbi
SAMEA4241856			ncbi
SAMN06279747	Thailand	1995	ncbi
SAMEA4798675	DR Congo	2006	ncbi
SAMN07251309	Thailand	2011	ncbi
SAMEA5282538			ncbi
SAMEA860780			ncbi
SAMN06221108	India	2008	ncbi
SAMEA1405929			ncbi
SAMEA5190498	Tunisia	2015	ncbi
SAMEA2419075	Switzerland		ncbi
SAMEA3558286			ncbi
SAMN05577414	South Africa	2013	ncbi
SAMEA1404032	Russia	2009	ncbi
SAMEA3558595			ncbi
SAMN06221375	Philippines	2009	ncbi
SAMEA1904042			ncbi
SAMEA5561939			ncbi
SAMN00621343			ncbi
SAMN05577248	South Africa	2013	ncbi
SAMEA3231571	Argentina	2013	ncbi
SAMN08383170	Portugal	2014	ncbi
SAMN04386024			ncbi
SAMN08851391	United States	2018	ncbi
SAMEA104362159			ncbi
SAMEA104447133	Denmark	2003	ncbi
SAMN06055815	Vietnam	2009	ncbi
SAMEA1569277	Malawi	2002	ncbi
SAMEA2297100			ncbi
SAMN08795318			ncbi
SAMEA5076076			ncbi
SAMEA4041350			ncbi
SAMN08383211	Portugal	2016	ncbi
SAMEA3374841			ncbi
SAMEA1469485	Russia	2009	ncbi
SAMN13169569	Moldova	2017	ncbi
SAMN08732362			ncbi
SAMN10961323	China	2014	ncbi
SAMEA4798740	DR Congo	2007	ncbi
SAMN03647293			ncbi
SAMEA104326162			ncbi
SAMN08143558	Azerbaijan	2017	ncbi
SAMEA5561493			ncbi
SAMEA1485225	Malawi	2002	ncbi
SAMEA1556504	Malawi	2005	ncbi
SAMEA1530824	Malawi	1996	ncbi
SAMN05575725	South Africa	2013	ncbi
SAMN06052302	Uganda	2006	ncbi
SAMEA2040673			ncbi
SAMN09867630	South Africa	2015	ncbi
SAMEA5569671			ncbi
SAMN06092324	Vietnam	2010	ncbi
SAMN05577309	South Africa	2013	ncbi
SAMN08619632	Botswana		ncbi
SAMN10448622	Vietnam	2016	ncbi
SAMN08376078	Indonesia		ncbi
SAMN08626227	China	2007	ncbi
SAMN05172877	Moldova	2013	ncbi
SAMEA104027310	Denmark	1992	ncbi
SAMN06221300	Philippines	2008	ncbi
SAMN05575197	South Africa	2013	ncbi
SAMEA5561910			ncbi
SAMN07251238	Thailand	2003	ncbi
SAMEA5056355	Portugal	2014	ncbi
SAMN09651804	Georgia	2012	ncbi
SAMN08215416	Canada	2013	ncbi
SAMN00621185			ncbi
SAMN05328081	China	2010	ncbi
SAMEA104188329			ncbi
SAMEA838007	Russia	2008	ncbi
SAMN09651766	Georgia	2011	ncbi
SAMN05969973	United Kingdom	2014	ncbi
SAMN06221350	Philippines	2009	ncbi
SAMN00621099			ncbi
SAMN05577661	South Africa	2013	ncbi
SAMEA1485289	Malawi	2002	ncbi
SAMN07766394	Canada	2013	ncbi
SAMN03246603	China	2007	ncbi
SAMN08708371			ncbi
SAMN09651603	Switzerland		ncbi
SAMN06221187	Moldova	2009	ncbi
SAMN05276417	United Kingdom	2015	ncbi
SAMD00089640			ncbi
SAMEA2609933			ncbi
SAMN12551344	China	2014	ncbi
SAMEA1019301	United Kingdom	2009	ncbi
SAMEA104447144	Denmark	2004	ncbi
SAMN05577100	South Africa	2013	ncbi
SAMEA5542045			ncbi
SAMN06055550	Vietnam	2009	ncbi
SAMN05576791	South Africa	2013	ncbi
SAMN06579116	India	2014	ncbi
SAMN07373552	Canada		ncbi
SAMEA1885972			ncbi
SAMN08629217			ncbi
SAMEA5562420			ncbi
SAMEA1688474	Malawi	2010	ncbi
SAMN04452551	United Kingdom	2015	ncbi
SAMN05575323	South Africa	2013	ncbi
SAMN05575969	South Africa	2013	ncbi
SAMN03246530	China	2007	ncbi
SAMN09101295	United Kingdom	2016	ncbi
SAMN08379702			ncbi
SAMN06221516	South Africa	2009	ncbi
SAMN04385756	Italy	2011	ncbi
SAMEA104685013			ncbi
SAMN06055437	Vietnam	2009	ncbi
SAMN05577619	South Africa	2013	ncbi
SAMEA1469500	Russia	2009	ncbi
SAMEA5282543			ncbi
SAMEA3374751			ncbi
SAMEA3558645			ncbi
SAMN05576508	South Africa	2013	ncbi
SAMEA1019189	United Kingdom	2008	ncbi
SAMN13194255	DR Congo	2018	ncbi
SAMEA104027334	Denmark	1996	ncbi
SAMEA104362156			ncbi
SAMN09756324	Moldova	2014	ncbi
SAMN13194845	DR Congo	2018	ncbi
SAMEA1903020			ncbi
SAMN09756146	Moldova	2014	ncbi
SAMN08612736			ncbi
SAMEA1018998	United Kingdom	2011	ncbi
SAMN08708179			ncbi
SAMEA4475126			ncbi
SAMEA3671275			ncbi
SAMEA2158843			ncbi
SAMEA104447458	Denmark	2010	ncbi
SAMN08612819			ncbi
SAMN07658190	United Kingdom	2016	ncbi
SAMN00621223			ncbi
SAMEA1530684	Malawi	1997	ncbi
SAMN05172834	Moldova	2013	ncbi
SAMN13194857	DR Congo	2018	ncbi
SAMN06221250	Moldova	2008	ncbi
SAMD00117940	Japan	2015	ncbi
SAMEA5074741			ncbi
SAMN09399450	Azerbaijan	2017	ncbi
SAMN05575634	South Africa	2013	ncbi
SAMN08708726			ncbi
SAMN08795342			ncbi
SAMEA5569673			ncbi
SAMEA1688473	Malawi	2010	ncbi
SAMEA4242317			ncbi
SAMN03018404	Canada	2008	ncbi
SAMN07373385	Canada		ncbi
SAMN12125139	Eswatini		ncbi
SAMN07373411	Canada		ncbi
SAMN04276810	South Africa		ncbi
SAMEA1018855	United Kingdom	2007	ncbi
SAMEA1556654	Malawi	2005	ncbi
SAMN10961412	China	2016	ncbi
SAMEA5282418			ncbi
SAMD00117901	Japan	2002	ncbi
SAMN12551226	China	2013	ncbi
SAMEA3558597			ncbi
SAMN13194321	DR Congo	2018	ncbi
SAMN05576877	South Africa	2013	ncbi
SAMEA2025858			ncbi
SAMN11056466	United States		ncbi
SAMEA5569795			ncbi
SAMN06055592	Vietnam	2009	ncbi
SAMN12389258	Ethiopia		ncbi
SAMEA2042078			ncbi
SAMN08708398			ncbi
SAMN08612730			ncbi
SAMN13207943	Georgia	2016	ncbi
SAMN04276703	Thailand		ncbi
SAMEA1707839			ncbi
SAMN07344528	Djibouti		ncbi
SAMN13169587	Moldova	2010	ncbi
SAMN07213068	Canada	2005	ncbi
SAMN08436231			ncbi
SAMEA2155908			ncbi
SAMN06055897	Vietnam	2009	ncbi
SAMN06091903	Vietnam	2011	ncbi
SAMEA2156495			ncbi
SAMEA3558392			ncbi
SAMN05576200	South Africa	2013	ncbi
SAMN08143557	Azerbaijan	2015	ncbi
SAMEA104390489	Norway	2012	ncbi
SAMN08379858			ncbi
SAMN08629573			ncbi
SAMN07765982	Canada	2007	ncbi
SAMN07765878	Canada	2005	ncbi
SAMN08215284	Canada	2011	ncbi
SAMN06221341	Philippines	2007	ncbi
SAMEA1015943	Russia	2009	ncbi
SAMN00015206			ncbi
SAMN08436163			ncbi
SAMN08732526			ncbi
SAMN07766308	Canada	2012	ncbi
SAMEA3671558			ncbi
SAMN11265265			ncbi
SAMN09425872	Peru		ncbi
SAMN08708850			ncbi
SAMEA3715550			ncbi
SAMN13194487	DR Congo	2018	ncbi
SAMN07344706	Djibouti		ncbi
SAMEA5542145			ncbi
SAMEA4798768	DR Congo	2007	ncbi
SAMN07251283	Thailand	2006	ncbi
SAMEA3558884			ncbi
SAMN08626353	China	2007	ncbi
SAMEA104362238			ncbi
SAMEA5626256			ncbi
SAMEA2158338			ncbi
SAMEA3558629			ncbi
SAMEA3139836			ncbi
SAMEA1403763	Russia	2008	ncbi
SAMEA1530871	Malawi	1998	ncbi
SAMN04521992	South Africa		ncbi
SAMEA4798784	DR Congo	2007	ncbi
SAMN08612811			ncbi
SAMN09101478	United Kingdom	2016	ncbi
SAMEA104718624	Netherlands	2016	ncbi
SAMN06092217	Vietnam	2010	ncbi
SAMN05577241	South Africa	2013	ncbi
SAMN00621257			ncbi
SAMN08215099	Canada	2009	ncbi
SAMN06845861	Bangladesh	2012	ncbi
SAMEA104357509	China	2007	ncbi
SAMN09099836	United Kingdom	2016	ncbi
SAMN06092269	Vietnam	2010	ncbi
SAMN06092515	Vietnam	2011	ncbi
SAMN09770182			ncbi
SAMEA1904044			ncbi
SAMEA4241868			ncbi
SAMN12551307	China	2013	ncbi
SAMN02739542	United States	2009	ncbi
SAMN05576999	South Africa	2013	ncbi
SAMN10663304	India	2017	ncbi
SAMEA2028807			ncbi
SAMEA104027369	Denmark	1999	ncbi
SAMN05576720	South Africa	2013	ncbi
SAMEA1016067	Russia	2008	ncbi
SAMEA5076155			ncbi
SAMEA5282343			ncbi
SAMN09445569			ncbi
SAMN05172825	Moldova	2013	ncbi
SAMN06091895	Vietnam	2011	ncbi
SAMN12493023	Canada	2017	ncbi
SAMN04521944	South Africa		ncbi
SAMEA2710879			ncbi
SAMEA1707865			ncbi
SAMEA104685099			ncbi
SAMEA4441593	South Africa	2010	ncbi
SAMN06209922	Georgia	2015	ncbi
SAMN08612840			ncbi
SAMEA104447508	Denmark	2011	ncbi
SAMN08379939			ncbi
SAMN08626119	China	2007	ncbi
SAMEA3671367			ncbi
SAMN05575572	South Africa	2013	ncbi
SAMEA104447363	Denmark	2009	ncbi
SAMN08912815			ncbi
SAMEA2177691			ncbi
SAMN02843211	China		ncbi
SAMN13195071	DR Congo	2018	ncbi
SAMEA4744247	Brazil	2010	ncbi
SAMN06234196	Thailand	1999	ncbi
SAMEA104614327			ncbi
SAMEA2266982			ncbi
SAMEA104362305			ncbi
SAMN06579020	India	2014	ncbi
SAMN09715552	Romania	2015	ncbi
SAMEA5561806			ncbi
SAMN08626303	China	2007	ncbi
SAMN08629230			ncbi
SAMN07213052	Canada	1998	ncbi
SAMN05172893	Moldova	2013	ncbi
SAMEA1530909	Malawi	2003	ncbi
SAMN08215293	Canada	2011	ncbi
SAMEA4441523	South Africa	2010	ncbi
SAMN06092660	Vietnam	2010	ncbi
SAMN08215283	Canada	2011	ncbi
SAMN05577442	South Africa	2013	ncbi
SAMEA104357616	China	2009	ncbi
SAMN08912871			ncbi
SAMN13264580	Kazakhstan	2018	ncbi
SAMN08851370	United States	2018	ncbi
SAMEA2710985			ncbi
SAMN12492996	Canada	2017	ncbi
SAMN09099869	United Kingdom	2015	ncbi
SAMN08629167			ncbi
SAMN08708532			ncbi
SAMEA5562078			ncbi
SAMN13195011	DR Congo	2018	ncbi
SAMN07998952	China	2009	ncbi
SAMEA2026178			ncbi
SAMN08626210	China	2007	ncbi
SAMN09100130	United Kingdom	2011	ncbi
SAMEA2160536			ncbi
SAMEA3875842	Canada	2012	ncbi
SAMEA2040305			ncbi
SAMN13194850	DR Congo	2018	ncbi
SAMN08708486			ncbi
SAMN09100192	United Kingdom	2017	ncbi
SAMN08862846			ncbi
SAMEA104362489			ncbi
SAMN08708365			ncbi
SAMN08862765			ncbi
SAMEA3516061			ncbi
SAMEA1707240	Russia	2010	ncbi
SAMN08612886			ncbi
SAMN00013096			ncbi
SAMEA5542150			ncbi
SAMEA104447343	Denmark	2008	ncbi
SAMEA104447514	Denmark	2011	ncbi
SAMN13194404	DR Congo	2018	ncbi
SAMN06221439	South Africa	2009	ncbi
SAMEA1019289			ncbi
SAMEA5569879			ncbi
SAMEA104718925	Netherlands	2016	ncbi
SAMN13169728	Moldova	2017	ncbi
SAMN06055644	Vietnam	2009	ncbi
SAMN08732480			ncbi
SAMEA5561565			ncbi
SAMEA1877294			ncbi
SAMN06091761	Vietnam	2011	ncbi
SAMN08626073	China	2007	ncbi
SAMEA3715552			ncbi
SAMEA104447460	Denmark	2010	ncbi
SAMEA104357431	China	2007	ncbi
SAMN05576098	South Africa	2013	ncbi
SAMN08214812	Canada	2005	ncbi
SAMN12493027	Canada	2017	ncbi
SAMEA4774489			ncbi
SAMN08215295	Canada	2011	ncbi
SAMEA1708392	Malawi	2006	ncbi
SAMN12551291	China	2013	ncbi
SAMN08626080	China	2007	ncbi
SAMN07766484	Canada	2014	ncbi
SAMN08862832			ncbi
SAMN13194379	DR Congo	2018	ncbi
SAMN04385661	Italy	2012	ncbi
SAMEA4774508			ncbi
SAMN07603341	Australia	2012	ncbi
SAMN13195452	DR Congo	2018	ncbi
SAMN09566412	South Africa		ncbi
SAMN05576958	South Africa	2013	ncbi
SAMN09101393	United Kingdom	2016	ncbi
SAMEA104718522	Netherlands	2016	ncbi
SAMN00621618			ncbi
SAMN08215311	Canada	2012	ncbi
SAMEA5228910			ncbi
SAMEA5662670	South Africa	1996	ncbi
SAMN08992121			ncbi
SAMN08214893	Canada	2006	ncbi
SAMEA2072842			ncbi
SAMEA5542093			ncbi
SAMN05806759	Bangladesh	2012	ncbi
SAMN08913189			ncbi
SAMEA5282485			ncbi
SAMN08214826	Canada	2005	ncbi
SAMN08109526			ncbi
SAMEA2782848			ncbi
SAMN03246325	China	2007	ncbi
SAMEA919819			ncbi
SAMN07766328	Canada	2012	ncbi
SAMN13169707	Moldova	2017	ncbi
SAMN04522040	Peru		ncbi
SAMN08435984			ncbi
SAMN05575518	South Africa	2013	ncbi
SAMN08795233			ncbi
SAMN07251198	Thailand	2007	ncbi
SAMEA3558530			ncbi
SAMN06055690	Vietnam	2009	ncbi
SAMN00621115			ncbi
SAMEA5569628			ncbi
SAMEA1019092	United Kingdom	2010	ncbi
SAMEA104446982	Denmark	1998	ncbi
SAMEA1019306	United Kingdom	2007	ncbi
SAMN09100143	United Kingdom	2015	ncbi
SAMN08795136			ncbi
SAMN05276535	United Kingdom	2015	ncbi
SAMN08379945			ncbi
SAMN08851378	United States	2018	ncbi
SAMN08708829			ncbi
SAMEA2297027			ncbi
SAMN10663275	India	2017	ncbi
SAMN05576591	South Africa	2013	ncbi
SAMEA2661012			ncbi
SAMEA2177694			ncbi
SAMEA3558365			ncbi
SAMEA4441590	South Africa	2010	ncbi
SAMD00029506	Japan	2008	ncbi
SAMN09099993	United Kingdom	2016	ncbi
SAMEA3374838			ncbi
SAMN08708165			ncbi
SAMN13195249	DR Congo	2018	ncbi
SAMEA1018949	United Kingdom	2006	ncbi
SAMN06221124	India	2007	ncbi
SAMEA1886028			ncbi
SAMEA104362370			ncbi
SAMN13194772	DR Congo	2018	ncbi
SAMN06579133	India	2014	ncbi
SAMN05576640	South Africa	2013	ncbi
SAMEA104708047	Brazil	2015	ncbi
SAMN06092615	Vietnam	2010	ncbi
SAMN09102292	United Kingdom	2017	ncbi
SAMN05575758	South Africa	2013	ncbi
SAMEA104447264	Denmark	2007	ncbi
SAMEA1575900			ncbi
SAMEA104447001	Denmark	1999	ncbi
SAMEA5561928			ncbi
SAMN09102110	United Kingdom	2017	ncbi
SAMN05276474	United Kingdom	2015	ncbi
SAMEA1707490	Russia	2010	ncbi
SAMEA5561498			ncbi
SAMN04276653	Thailand		ncbi
SAMN08629370			ncbi
SAMEA5561660			ncbi
SAMN05576264	South Africa	2013	ncbi
SAMN09756313	Moldova	2014	ncbi
SAMEA1707899			ncbi
SAMN09100021	United Kingdom	2016	ncbi
SAMN06092195	Vietnam	2010	ncbi
SAMN11053627	China	2017	ncbi
SAMN05577177	South Africa	2013	ncbi
SAMEA3715654			ncbi
SAMEA2012890			ncbi
SAMEA1707922			ncbi
SAMN05789068	Georgia	2014	ncbi
SAMN06091863	Vietnam	2010	ncbi
SAMN03246364	China	2007	ncbi
SAMN05576702	South Africa	2013	ncbi
SAMEA2294184			ncbi
SAMN08732177			ncbi
SAMEA104447093	Denmark	2002	ncbi
SAMEA2156768			ncbi
SAMN04522009	South Africa		ncbi
SAMN08613010			ncbi
SAMEA4501319	Nigeria	2012	ncbi
SAMN09099627	United Kingdom	2016	ncbi
SAMN13194165	DR Congo	2018	ncbi
SAMEA2062069			ncbi
SAMN09756186	Moldova	2013	ncbi
SAMEA3558242			ncbi
SAMN08912768			ncbi
SAMEA897791	Malawi	1998	ncbi
SAMN07331219	Australia	2013	ncbi
SAMN06092031	Vietnam	2010	ncbi
SAMN10448619	Vietnam	2016	ncbi
SAMN07766157	Canada	2010	ncbi
SAMN08709049			ncbi
SAMN08732568			ncbi
SAMEA5561488			ncbi
SAMEA1018856	United Kingdom	2006	ncbi
SAMN09951167	Italy	2015	ncbi
SAMN13195321	DR Congo	2018	ncbi
SAMEA1019146	United Kingdom	2010	ncbi
SAMN07603355	Australia	2014	ncbi
SAMN06209911	Georgia	2015	ncbi
SAMEA104027316	Denmark	2013	ncbi
SAMN06473194	India	2005	ncbi
SAMEA1707317	Russia	2010	ncbi
SAMN08215289	Canada	2011	ncbi
SAMN08708997			ncbi
SAMEA4798763	DR Congo	2007	ncbi
SAMEA1485234	Malawi	2004	ncbi
SAMN08612899			ncbi
SAMN07213042	Canada	1992	ncbi
SAMEA5569556			ncbi
SAMEA1485279	Malawi	2004	ncbi
SAMEA2783326			ncbi
SAMEA3671217			ncbi
SAMN13169616	Moldova	2017	ncbi
SAMEA1530904	Malawi	1999	ncbi
SAMN04385649	Tajikistan	2010	ncbi
SAMN06092414	Vietnam	2010	ncbi
SAMN08376067	Indonesia		ncbi
SAMN02843203	China		ncbi
SAMEA5282443			ncbi
SAMN09715570	Romania	2016	ncbi
SAMEA2783570			ncbi
SAMEA1964012			ncbi
SAMN05576117	South Africa	2013	ncbi
SAMEA104718679	Netherlands	2016	ncbi
SAMN05577088	South Africa	2013	ncbi
SAMN08629537			ncbi
SAMN07766177	Canada	2010	ncbi
SAMEA1465968	Malawi	2009	ncbi
SAMN13194159	DR Congo	2018	ncbi
SAMEA3721563			ncbi
SAMEA104447258	Denmark	2006	ncbi
SAMEA1707137	Russia	2010	ncbi
SAMN09101418	United Kingdom	2015	ncbi
SAMN06055626	Vietnam	2009	ncbi
SAMN05276435	United Kingdom	2015	ncbi
SAMEA1707120	Russia	2008	ncbi
SAMN07603273	Australia	2010	ncbi
SAMN07999050	China	2012	ncbi
SAMEA4041367			ncbi
SAMN02894340	Canada	2012	ncbi
SAMN08732201			ncbi
SAMN08708287			ncbi
SAMN08376291	Indonesia	2007	ncbi
SAMN13194530	DR Congo	2018	ncbi
SAMN05575803	South Africa	2013	ncbi
SAMN05276322	United Kingdom	2015	ncbi
SAMN09100410	United Kingdom	2016	ncbi
SAMEA4949533	France	2018	ncbi
SAMN08732212			ncbi
SAMN06473193	India	2007	ncbi
SAMD00117858	Japan	2012	ncbi
SAMEA1530805	Malawi	2004	ncbi
SAMEA1405909			ncbi
SAMEA104362093			ncbi
SAMEA1688654	Malawi	2010	ncbi
SAMN08913314			ncbi
SAMN13169443	Moldova	2014	ncbi
SAMEA1885967			ncbi
SAMEA104362341			ncbi
SAMEA1018878	United Kingdom	2007	ncbi
SAMEA4744398	Brazil	2011	ncbi
SAMEA4041321			ncbi
SAMEA3558592			ncbi
SAMN13194115	DR Congo	2018	ncbi
SAMN08379819			ncbi
SAMN10448623	Vietnam	2016	ncbi
SAMN02904600	Canada	2011	ncbi
SAMEA3671396			ncbi
SAMN07661276	Australia	2011	ncbi
SAMN07809408	Italy	2016	ncbi
SAMN07766074	Canada	2008	ncbi
SAMN05577274	South Africa	2013	ncbi
SAMEA104362228			ncbi
SAMEA2661016			ncbi
SAMEA4744381	Brazil	2009	ncbi
SAMN08732519			ncbi
SAMN09101406	United Kingdom	2015	ncbi
SAMN06092120	Vietnam	2010	ncbi
SAMEA2782900			ncbi
SAMN05276528	United Kingdom	2015	ncbi
SAMN08795116			ncbi
SAMN08892415			ncbi
SAMN09100225	United Kingdom	2016	ncbi
SAMN09764583			ncbi
SAMN04452516	United Kingdom	2015	ncbi
SAMEA104708030	Brazil	2015	ncbi
SAMN03246313	China	2007	ncbi
SAMN07236138	Thailand	2009	ncbi
SAMEA2294191			ncbi
SAMN08795231			ncbi
SAMN09099785	United Kingdom	2017	ncbi
SAMEA3920991	China	2009	ncbi
SAMEA520770			ncbi
SAMN08215233	Canada	2010	ncbi
SAMN00621410			ncbi
SAMN06210051	Moldova	2009	ncbi
SAMN05969962	United Kingdom	2015	ncbi
